job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percentage,skill_demand_growth_percentage,remote_feasibility_score,ai_adoption_level,education_requirement_level
12378,Truck Driver,Retail,Brazil,2022,86.25,92.89,67.25,93429,107191,14.73,7.4,61.6,43.3,4
12379,HR Manager,Manufacturing,India,2026,59.53,70.58,90.96,69047,72309,4.72,3.8,31.0,12.8,1
12380,Customer Support Rep,Healthcare,Germany,2021,58.35,57.09,54.78,33835,35840,5.92,-0.8,42.4,91.7,5
12381,Mechanical Engineer,Retail,Germany,2023,49.82,40.28,97.82,68045,73039,7.34,2.7,89.0,68.5,4
12382,Truck Driver,Manufacturing,USA,2025,25.72,20.61,17.82,121503,115676,-4.80,10.8,17.1,42.7,3
12383,Financial Analyst,Education,Brazil,2021,75.02,75.76,73.29,115023,115389,0.32,8.8,40.0,78.8,1
12384,Marketing Specialist,Transportation,Canada,2026,59.18,65.90,30.00,99976,94484,-5.49,-1.2,43.2,71.1,3
12385,Marketing Specialist,Transportation,Brazil,2021,31.31,29.17,79.91,139599,134382,-3.74,9.0,51.2,70.3,2
12386,HR Manager,Manufacturing,India,2021,59.85,57.38,42.05,99279,94140,-5.18,7.2,68.0,51.2,1
12387,Accountant,Education,Australia,2024,12.66,10.43,19.94,72670,67045,-7.74,15.9,78.7,49.8,5
12388,Marketing Specialist,Manufacturing,UK,2025,24.65,27.38,72.22,34323,37284,8.63,17.0,43.8,62.9,2
12389,Software Engineer,Energy,Brazil,2020,10.61,10.98,17.27,43540,42254,-2.96,2.7,21.1,88.3,3
12390,Data Analyst,Healthcare,Australia,2023,62.94,68.83,78.23,73209,82972,13.34,6.9,54.0,73.7,1
12391,Teacher,Energy,USA,2023,39.64,37.20,84.69,69919,63056,-9.81,4.4,55.9,60.6,4
12392,Marketing Specialist,Healthcare,Canada,2022,37.35,39.54,44.13,81155,89948,10.84,2.7,75.5,45.7,3
12393,HR Manager,Energy,Australia,2025,54.71,61.79,45.60,131317,135898,3.49,-7.1,42.4,9.9,5
12394,Truck Driver,Finance,India,2021,87.42,87.06,54.05,92105,113295,23.01,16.5,88.4,94.8,1
12395,Mechanical Engineer,Transportation,Brazil,2026,53.36,50.71,51.50,114348,94964,-16.95,7.1,64.6,88.9,4
12396,Customer Support Rep,Finance,USA,2021,32.46,26.89,97.51,126399,121276,-4.05,4.3,94.0,79.4,3
12397,Accountant,Transportation,Canada,2022,52.52,58.66,62.84,110852,108704,-1.94,13.4,57.5,78.1,5
12398,Teacher,Manufacturing,Canada,2023,28.96,30.14,34.99,36092,32399,-10.23,6.3,58.8,73.4,5
12399,HR Manager,Education,Brazil,2021,54.25,59.65,49.14,118579,110644,-6.69,12.8,87.1,93.6,1
12400,Software Engineer,Technology,Germany,2026,51.19,60.84,6.47,48022,40494,-15.68,11.0,51.0,38.6,3
12401,Financial Analyst,Education,Brazil,2025,23.18,23.97,20.26,78862,84473,7.11,16.4,68.5,50.0,4
12402,Accountant,Transportation,Germany,2025,23.21,22.70,46.98,54347,56105,3.23,30.0,39.4,20.7,2
12403,Truck Driver,Education,USA,2026,34.97,40.29,93.91,128272,134401,4.78,6.0,52.1,4.5,2
12404,Truck Driver,Finance,UK,2023,51.15,44.58,69.15,65516,70376,7.42,4.5,99.3,53.5,3
12405,Accountant,Finance,USA,2021,29.28,28.57,87.53,58574,64153,9.52,5.7,71.7,3.6,2
12406,Financial Analyst,Energy,UK,2026,65.11,57.06,12.68,97486,79942,-18.00,-0.4,63.0,74.3,5
12407,Financial Analyst,Technology,Japan,2021,44.53,49.67,41.86,89861,72665,-19.14,9.6,42.7,51.2,4
12408,Teacher,Retail,Japan,2020,71.83,73.28,10.87,117716,88405,-24.90,9.1,72.2,16.7,4
12409,Marketing Specialist,Education,USA,2025,64.97,70.60,18.54,131566,139275,5.86,-5.1,43.1,75.6,1
12410,Marketing Specialist,Transportation,Canada,2021,14.06,12.65,47.05,115761,121486,4.95,6.3,60.3,30.2,2
12411,Mechanical Engineer,Transportation,UK,2021,40.36,33.50,11.70,92110,86542,-6.04,17.6,12.9,16.4,5
12412,Mechanical Engineer,Technology,UK,2020,53.51,47.71,85.14,74030,79257,7.06,-2.0,24.3,95.3,1
12413,Data Analyst,Energy,USA,2025,16.65,18.74,51.68,118694,114678,-3.38,0.8,27.8,13.4,1
12414,Software Engineer,Technology,Brazil,2026,18.55,21.07,74.76,66768,75855,13.61,-2.8,84.1,42.4,2
12415,Accountant,Healthcare,USA,2022,61.85,63.56,99.22,112864,120747,6.98,9.9,22.8,36.8,2
12416,Accountant,Healthcare,USA,2024,44.40,38.24,36.19,112278,110891,-1.23,-11.6,22.3,11.4,5
12417,Customer Support Rep,Education,Singapore,2026,50.71,55.31,52.61,105401,121669,15.43,-12.4,53.6,39.7,1
12418,Financial Analyst,Technology,Canada,2023,11.69,13.30,95.23,93586,108000,15.40,1.9,11.2,13.9,4
12419,Data Analyst,Energy,India,2026,19.43,16.20,4.59,142653,147874,3.66,-7.4,58.5,28.6,1
12420,Data Analyst,Retail,Japan,2026,45.33,42.16,45.76,75691,65456,-13.52,-1.7,76.3,31.5,5
12421,Accountant,Retail,Japan,2026,43.66,44.43,98.69,75959,70694,-6.93,3.6,69.7,19.1,3
12422,Marketing Specialist,Finance,India,2023,52.95,47.49,94.45,39671,40024,0.89,12.6,94.3,49.3,2
12423,Marketing Specialist,Technology,Singapore,2023,13.15,11.56,35.14,142511,150467,5.58,19.2,49.6,44.7,3
12424,Software Engineer,Transportation,Brazil,2024,45.68,49.71,47.74,125788,147847,17.54,33.9,68.4,79.4,5
12425,Mechanical Engineer,Energy,Singapore,2026,51.79,60.55,87.66,122387,150200,22.73,-2.6,55.6,0.6,1
12426,Accountant,Energy,Germany,2020,56.40,65.78,51.89,50462,49931,-1.05,4.9,76.6,66.9,4
12427,Software Engineer,Manufacturing,Australia,2020,45.62,44.41,39.20,62719,61327,-2.22,12.0,59.9,45.7,2
12428,HR Manager,Education,USA,2023,56.26,67.10,57.99,78882,75614,-4.14,6.0,91.4,16.8,2
12429,Accountant,Energy,USA,2025,47.82,45.52,85.07,145541,143296,-1.54,16.7,66.9,37.1,3
12430,Accountant,Retail,India,2025,47.40,42.98,59.01,81955,89747,9.51,21.0,22.0,19.1,4
12431,Marketing Specialist,Retail,Australia,2023,11.62,10.96,27.29,39875,44561,11.75,14.7,69.6,23.3,3
12432,Teacher,Transportation,Singapore,2023,53.98,51.38,1.03,146105,132173,-9.54,12.9,37.9,89.8,4
12433,HR Manager,Transportation,India,2022,27.85,23.31,84.11,113715,138870,22.12,22.4,71.9,91.1,2
12434,Financial Analyst,Retail,USA,2020,67.57,60.36,64.37,110556,113696,2.84,-1.0,93.5,58.2,1
12435,Software Engineer,Finance,Germany,2026,39.75,45.16,99.23,143024,156684,9.55,15.6,18.8,29.7,4
12436,HR Manager,Manufacturing,Japan,2024,50.83,54.85,20.16,127079,100984,-20.53,9.8,85.8,74.2,3
12437,Truck Driver,Finance,USA,2026,27.65,27.66,82.31,98308,103711,5.50,-8.4,32.8,1.1,4
12438,Customer Support Rep,Healthcare,Germany,2021,29.90,28.46,46.48,121089,139223,14.98,7.2,23.5,35.0,2
12439,Mechanical Engineer,Manufacturing,Germany,2023,46.22,37.27,96.08,140724,124993,-11.18,11.4,22.4,88.8,4
12440,Accountant,Healthcare,Germany,2025,30.14,28.65,39.57,55578,58623,5.48,21.4,90.0,21.9,2
12441,HR Manager,Education,USA,2020,33.77,33.69,47.23,147796,124493,-15.77,21.9,35.7,57.7,3
12442,HR Manager,Finance,Japan,2023,48.26,48.42,94.38,90504,85363,-5.68,0.5,91.9,99.8,4
12443,Mechanical Engineer,Energy,Brazil,2023,51.46,56.14,42.05,133416,139450,4.52,4.2,47.6,94.6,4
12444,Data Analyst,Technology,USA,2020,32.94,35.86,29.32,95866,107284,11.91,-6.7,30.5,35.8,1
12445,Mechanical Engineer,Finance,India,2024,54.38,50.11,27.92,75645,64150,-15.20,16.1,49.1,2.1,4
12446,Accountant,Retail,Japan,2024,59.00,66.36,82.71,95946,83601,-12.87,1.9,69.0,57.7,2
12447,Marketing Specialist,Manufacturing,Germany,2022,40.09,41.93,95.43,46301,46645,0.74,9.9,84.9,99.4,5
12448,Marketing Specialist,Finance,Canada,2020,74.99,71.97,45.78,102704,89818,-12.55,11.4,95.3,82.8,2
12449,Teacher,Transportation,Germany,2020,19.12,22.88,99.60,72521,69152,-4.65,11.8,24.4,85.4,3
12450,Mechanical Engineer,Education,Brazil,2020,49.28,40.64,83.26,76019,76813,1.05,-7.8,52.3,80.4,1
12451,Financial Analyst,Energy,Australia,2023,43.51,46.37,35.39,43147,42712,-1.01,2.4,70.2,1.1,3
12452,Truck Driver,Education,India,2025,42.43,36.51,46.24,119553,145205,21.46,15.5,95.2,45.7,2
12453,Data Analyst,Manufacturing,Brazil,2021,56.98,53.43,62.04,122194,116014,-5.06,11.0,33.0,37.7,2
12454,Truck Driver,Technology,Brazil,2022,42.51,43.19,80.70,48419,55992,15.64,-1.4,73.3,23.9,3
12455,HR Manager,Transportation,Brazil,2025,56.23,66.72,62.63,69255,54643,-21.10,7.0,57.9,84.1,3
12456,Software Engineer,Finance,Germany,2025,9.37,9.04,63.40,85809,81107,-5.48,9.6,88.7,97.8,5
12457,Data Analyst,Manufacturing,Brazil,2022,25.19,21.30,98.77,72103,60359,-16.29,4.5,15.0,12.6,3
12458,Data Analyst,Retail,UK,2024,16.64,19.89,79.64,80467,73667,-8.45,0.7,53.7,90.7,2
12459,Accountant,Transportation,Canada,2022,79.53,92.31,6.57,48968,48167,-1.64,3.3,21.2,9.6,4
12460,Software Engineer,Finance,Japan,2026,24.53,21.17,14.47,92936,83058,-10.63,17.2,76.3,89.3,4
12461,Customer Support Rep,Manufacturing,Japan,2025,89.77,78.20,67.26,38996,29625,-24.03,-7.1,28.3,77.5,1
12462,Data Analyst,Technology,Singapore,2022,63.93,57.74,24.93,53477,51557,-3.59,6.5,15.7,17.4,2
12463,Teacher,Technology,Australia,2022,48.20,43.44,98.73,77423,71690,-7.41,4.5,73.5,78.9,5
12464,Truck Driver,Finance,UK,2023,48.40,52.77,22.77,125767,97234,-22.69,14.3,74.8,61.5,5
12465,Customer Support Rep,Finance,USA,2024,62.27,55.07,84.95,81823,70455,-13.89,2.5,93.8,55.5,2
12466,Teacher,Healthcare,Japan,2023,42.40,50.49,36.60,33804,36346,7.52,-3.3,24.1,15.6,3
12467,Teacher,Technology,Singapore,2025,41.90,41.11,45.99,56323,59144,5.01,-1.2,64.4,32.1,1
12468,HR Manager,Finance,Brazil,2023,23.80,27.39,13.65,100064,110392,10.32,8.2,15.1,30.8,5
12469,Teacher,Technology,Australia,2023,77.62,79.76,41.77,68019,65768,-3.31,1.3,80.1,24.4,4
12470,Data Analyst,Finance,Brazil,2021,15.39,14.28,75.63,80440,80548,0.13,0.2,35.0,45.8,5
12471,Marketing Specialist,Healthcare,India,2025,71.83,63.12,33.86,143428,132714,-7.47,14.0,19.6,93.4,1
12472,Truck Driver,Education,Brazil,2023,35.18,33.27,33.18,43922,42625,-2.95,-0.4,43.1,96.9,3
12473,Customer Support Rep,Education,Brazil,2026,62.55,72.78,12.85,58620,56281,-3.99,-5.8,92.6,29.4,2
12474,Software Engineer,Energy,Australia,2021,41.69,48.62,50.27,93324,77142,-17.34,9.1,47.7,84.7,2
12475,Teacher,Manufacturing,India,2022,37.98,36.75,11.60,85625,83829,-2.10,1.3,98.2,90.5,5
12476,Accountant,Transportation,India,2024,53.49,58.05,23.76,47282,51681,9.30,6.2,84.9,58.9,4
12477,Data Analyst,Energy,Australia,2025,68.93,61.98,76.68,64040,61517,-3.94,-17.5,39.0,27.6,4
12478,Financial Analyst,Transportation,Germany,2022,42.93,48.37,77.37,83319,76836,-7.78,1.1,88.3,88.6,3
12479,HR Manager,Transportation,Canada,2025,14.67,16.13,88.39,118367,108553,-8.29,-13.7,37.1,54.3,2
12480,Accountant,Technology,Singapore,2026,72.29,77.25,45.83,133240,159991,20.08,-8.9,99.6,64.0,5
12481,Marketing Specialist,Healthcare,Australia,2026,36.71,40.01,98.42,103351,117282,13.48,-6.0,51.8,53.6,3
12482,Financial Analyst,Manufacturing,USA,2020,76.88,74.93,31.37,106169,85257,-19.70,18.1,37.3,52.5,2
12483,Mechanical Engineer,Technology,Brazil,2026,21.44,19.45,85.07,139095,154873,11.34,1.4,19.3,21.6,4
12484,Mechanical Engineer,Transportation,Germany,2022,51.76,55.45,25.18,142768,152637,6.91,7.0,19.5,58.3,3
12485,Marketing Specialist,Finance,USA,2024,33.93,38.90,1.34,122055,106421,-12.81,3.5,83.6,50.3,5
12486,Mechanical Engineer,Manufacturing,Canada,2024,14.31,11.63,25.36,115636,127645,10.39,-21.0,22.3,72.0,5
12487,Customer Support Rep,Finance,UK,2023,50.29,46.97,58.19,121858,126461,3.78,14.7,14.1,75.1,2
12488,Truck Driver,Energy,Brazil,2026,85.74,99.98,80.25,83822,81960,-2.22,-26.5,52.7,51.4,2
12489,HR Manager,Technology,Japan,2024,15.71,17.68,0.29,33729,32830,-2.67,12.5,54.3,37.5,2
12490,Accountant,Finance,Brazil,2020,73.50,83.27,89.62,81571,85510,4.83,-8.4,29.0,32.5,4
12491,Truck Driver,Finance,Japan,2023,91.16,104.69,43.72,68489,78648,14.83,9.5,27.5,90.7,1
12492,Data Analyst,Technology,Germany,2022,13.13,13.71,54.98,69473,76485,10.09,6.6,39.7,88.5,1
12493,Accountant,Technology,Japan,2026,14.39,14.58,29.29,141643,150221,6.06,12.8,24.0,94.2,2
12494,Teacher,Finance,Japan,2022,71.17,63.85,68.44,81424,92918,14.12,8.0,66.8,9.4,3
12495,Truck Driver,Retail,India,2023,67.43,58.95,44.58,77138,79978,3.68,18.9,97.6,95.1,5
12496,Data Analyst,Retail,Brazil,2020,13.34,15.24,32.61,50655,41703,-17.67,1.0,55.8,64.8,1
12497,Software Engineer,Technology,USA,2026,21.23,21.60,62.57,103936,106171,2.15,11.1,39.9,9.5,1
12498,Customer Support Rep,Manufacturing,USA,2026,59.08,60.87,55.63,96018,100265,4.42,3.8,65.2,22.2,2
12499,Data Analyst,Retail,Brazil,2024,5.00,5.14,74.64,43139,45155,4.67,4.7,54.5,85.4,1
12500,HR Manager,Technology,India,2020,19.84,19.46,35.34,33391,25185,-24.58,10.1,65.1,54.7,2
12501,Marketing Specialist,Healthcare,India,2022,41.74,35.08,44.27,146530,135559,-7.49,-9.7,85.7,52.0,5
12502,Data Analyst,Healthcare,Japan,2026,5.00,5.08,87.20,112845,116551,3.28,-7.4,23.8,75.4,4
12503,Accountant,Retail,Canada,2021,25.88,24.00,4.17,81150,78771,-2.93,-5.0,40.8,86.1,4
12504,Teacher,Retail,Australia,2023,31.20,30.14,40.86,101872,104796,2.87,11.6,85.5,18.7,1
12505,Financial Analyst,Retail,Singapore,2024,68.76,74.27,29.49,137446,131945,-4.00,25.5,73.4,0.7,5
12506,Data Analyst,Education,Brazil,2025,22.64,25.14,85.90,126022,125791,-0.18,22.6,27.1,11.1,2
12507,Customer Support Rep,Transportation,Australia,2024,89.68,79.31,24.53,116612,110463,-5.27,19.7,16.8,48.5,4
12508,HR Manager,Energy,USA,2025,66.89,77.11,65.02,112149,114445,2.05,21.6,62.8,81.0,5
12509,Data Analyst,Retail,Brazil,2023,46.86,45.36,97.40,59011,66496,12.68,-7.1,30.9,38.1,1
12510,Marketing Specialist,Healthcare,USA,2026,58.39,54.61,5.72,97199,104546,7.56,13.4,65.9,76.5,5
12511,Customer Support Rep,Manufacturing,Brazil,2021,38.95,42.60,4.99,118806,119967,0.98,4.7,56.7,37.9,4
12512,Mechanical Engineer,Transportation,India,2024,50.76,46.80,17.83,49601,47115,-5.01,-1.1,89.8,40.5,4
12513,Financial Analyst,Transportation,Brazil,2020,10.01,9.22,99.61,118344,105512,-10.84,5.1,51.0,64.0,2
12514,Teacher,Transportation,Singapore,2025,74.31,74.08,54.81,98125,96747,-1.40,8.9,87.5,43.1,5
12515,Marketing Specialist,Finance,Singapore,2025,61.86,61.44,55.43,69498,74695,7.48,-20.2,64.4,37.0,5
12516,Marketing Specialist,Healthcare,Japan,2026,68.39,74.39,45.15,118191,137940,16.71,34.3,64.3,80.2,4
12517,Software Engineer,Transportation,Singapore,2022,5.00,4.30,0.96,58533,58207,-0.56,7.1,61.9,99.0,4
12518,HR Manager,Transportation,Australia,2026,53.91,46.82,80.50,96233,101726,5.71,-2.3,54.8,13.0,5
12519,Truck Driver,Energy,Australia,2024,64.75,54.22,76.20,73349,77645,5.86,14.9,89.1,18.6,4
12520,Truck Driver,Transportation,Japan,2021,70.16,80.37,22.78,123986,134621,8.58,-0.9,56.4,66.6,5
12521,Software Engineer,Technology,Japan,2022,25.87,29.25,12.32,53214,43847,-17.60,-21.4,37.1,47.0,1
12522,Teacher,Healthcare,Germany,2025,26.46,31.24,26.35,141054,101298,-28.18,-0.3,82.3,49.5,2
12523,Truck Driver,Manufacturing,Germany,2024,43.68,42.55,43.96,65420,58975,-9.85,2.9,94.6,64.0,2
12524,HR Manager,Energy,Canada,2025,23.52,26.25,26.64,101552,102938,1.37,7.1,21.0,54.6,1
12525,Accountant,Transportation,Japan,2024,59.54,52.44,10.05,47763,45766,-4.18,10.9,60.2,48.8,5
12526,Teacher,Education,Japan,2020,68.40,66.26,53.79,99731,96208,-3.53,4.0,54.6,49.3,4
12527,Customer Support Rep,Education,Canada,2026,27.86,27.71,51.11,46136,43417,-5.89,-4.7,36.8,65.8,4
12528,Software Engineer,Education,UK,2020,44.94,52.36,40.28,123609,106970,-13.46,-1.4,90.2,48.4,4
12529,Customer Support Rep,Healthcare,India,2021,52.34,60.83,93.94,84171,93054,10.55,8.3,88.8,90.1,2
12530,Software Engineer,Education,Brazil,2026,56.53,64.94,84.16,130822,117779,-9.97,-11.2,38.5,15.5,4
12531,Financial Analyst,Healthcare,Brazil,2024,33.24,38.66,97.11,48058,49033,2.03,5.7,28.6,84.0,1
12532,Accountant,Healthcare,Australia,2022,30.75,29.65,91.63,36973,38202,3.32,-24.9,91.1,57.4,4
12533,Teacher,Manufacturing,USA,2024,76.16,70.61,49.37,32726,32197,-1.62,12.0,24.9,42.0,5
12534,Financial Analyst,Manufacturing,Japan,2026,32.68,38.59,77.12,54892,65852,19.97,9.7,62.1,91.7,1
12535,Truck Driver,Finance,USA,2023,32.91,26.86,61.19,119438,112788,-5.57,11.0,27.1,83.9,2
12536,Customer Support Rep,Finance,Australia,2025,48.63,51.73,15.08,126119,105859,-16.06,6.2,22.7,24.6,3
12537,Customer Support Rep,Retail,Canada,2024,68.51,66.76,47.74,86914,91458,5.23,9.6,11.3,91.8,1
12538,Marketing Specialist,Energy,Canada,2026,37.19,33.33,99.60,44703,47506,6.27,2.2,52.8,92.6,4
12539,Software Engineer,Retail,Brazil,2025,16.91,16.28,5.17,84512,92925,9.95,14.6,48.5,1.3,4
12540,Truck Driver,Finance,India,2025,34.17,30.64,1.65,56042,50043,-10.70,5.7,88.0,6.0,4
12541,Accountant,Retail,Brazil,2025,64.31,62.93,61.28,88016,103924,18.07,-2.2,30.4,48.7,3
12542,Marketing Specialist,Transportation,Germany,2022,66.52,57.34,9.27,102434,101651,-0.76,10.0,83.3,47.0,2
12543,Teacher,Education,USA,2024,26.43,26.27,44.19,60285,53113,-11.90,-11.2,87.3,30.8,3
12544,Data Analyst,Transportation,UK,2025,64.76,52.16,12.84,33250,31708,-4.63,8.3,61.7,77.8,4
12545,Truck Driver,Healthcare,Canada,2020,59.26,49.73,83.74,54747,55768,1.87,2.2,12.5,61.8,5
12546,Marketing Specialist,Transportation,UK,2024,39.43,38.39,80.44,35604,38715,8.74,15.3,90.0,57.7,4
12547,Software Engineer,Finance,Germany,2021,11.21,9.17,44.20,116425,107905,-7.32,12.4,44.3,74.7,1
12548,Mechanical Engineer,Transportation,Singapore,2023,40.13,44.49,27.02,144968,148226,2.25,1.4,16.7,84.5,1
12549,Data Analyst,Finance,Brazil,2023,9.56,9.89,33.36,102567,92985,-9.34,18.0,52.4,62.6,1
12550,Truck Driver,Finance,USA,2022,68.25,72.06,15.49,125182,142748,14.03,3.1,93.6,10.3,3
12551,Marketing Specialist,Healthcare,USA,2023,34.92,35.36,13.49,61098,61869,1.26,1.9,54.7,3.1,1
12552,Financial Analyst,Technology,UK,2021,31.26,30.11,34.26,32191,30752,-4.47,2.7,10.5,35.3,1
12553,Customer Support Rep,Finance,Brazil,2024,52.05,60.68,12.83,114049,113846,-0.18,-12.3,48.8,48.4,4
12554,Software Engineer,Education,USA,2021,53.38,43.10,32.92,70835,75193,6.15,8.5,38.0,65.3,3
12555,Teacher,Finance,India,2023,79.66,68.96,27.67,128167,151163,17.94,3.2,57.6,51.6,2
12556,HR Manager,Finance,Japan,2025,59.72,60.92,98.62,113758,109992,-3.31,18.1,96.2,44.8,3
12557,Data Analyst,Retail,Singapore,2026,24.23,28.49,37.71,73873,82445,11.60,6.9,39.7,83.0,3
12558,Mechanical Engineer,Retail,Australia,2020,21.41,18.60,45.09,61597,59659,-3.14,4.9,34.9,94.8,2
12559,Customer Support Rep,Manufacturing,Australia,2022,86.55,70.23,80.43,83265,78427,-5.81,13.4,59.5,98.6,5
12560,Data Analyst,Transportation,Canada,2025,22.88,26.40,87.72,48485,45945,-5.24,1.4,35.9,52.4,5
12561,Data Analyst,Education,Singapore,2023,64.97,62.28,98.79,77908,81499,4.61,5.9,64.1,38.7,2
12562,Software Engineer,Manufacturing,Singapore,2021,36.79,37.43,10.51,78558,90450,15.14,6.4,10.5,81.4,2
12563,Financial Analyst,Transportation,Canada,2024,28.91,31.41,77.23,133156,151596,13.85,13.2,73.2,51.8,4
12564,Mechanical Engineer,Technology,USA,2023,63.80,62.60,82.00,119256,154717,29.73,-16.4,67.7,33.3,3
12565,HR Manager,Manufacturing,Australia,2021,48.92,56.75,31.10,112729,134772,19.55,18.9,46.9,59.7,3
12566,Software Engineer,Finance,India,2023,61.30,52.83,50.06,135134,167402,23.88,7.6,73.6,18.5,3
12567,Customer Support Rep,Transportation,Canada,2023,66.85,62.66,31.64,37546,38481,2.49,1.9,51.1,74.9,1
12568,Teacher,Transportation,Singapore,2026,67.23,75.12,98.12,61112,61367,0.42,-2.9,96.7,20.2,4
12569,Truck Driver,Finance,Germany,2022,63.07,60.79,62.37,82344,77248,-6.19,17.7,78.9,52.2,1
12570,HR Manager,Education,UK,2022,70.01,77.91,67.01,58938,64413,9.29,6.7,66.2,83.2,3
12571,Financial Analyst,Transportation,Canada,2026,47.35,53.85,58.36,132150,159340,20.58,1.6,15.2,43.8,5
12572,Data Analyst,Education,Germany,2022,9.76,8.70,54.13,94880,93755,-1.19,19.2,95.0,33.5,1
12573,Marketing Specialist,Technology,Canada,2021,42.13,46.69,65.71,50017,45977,-8.08,5.4,23.4,10.5,3
12574,Data Analyst,Retail,USA,2023,6.65,5.71,89.04,112569,120373,6.93,8.1,72.8,60.9,2
12575,Marketing Specialist,Healthcare,Canada,2025,62.17,67.09,60.08,42918,44723,4.21,28.3,59.2,38.6,4
12576,Mechanical Engineer,Finance,Germany,2021,67.60,74.15,5.15,54034,46695,-13.58,7.0,22.7,1.0,4
12577,Data Analyst,Technology,USA,2022,68.81,61.41,42.24,105232,112803,7.19,-0.8,63.3,68.5,5
12578,Marketing Specialist,Finance,UK,2023,20.76,22.61,5.30,68513,62526,-8.74,3.5,60.3,34.1,3
12579,Customer Support Rep,Retail,Japan,2025,34.47,31.51,58.02,57038,68043,19.29,2.0,65.0,76.4,1
12580,Marketing Specialist,Finance,UK,2025,58.44,58.07,51.97,61766,59585,-3.53,8.2,79.5,92.8,1
12581,Mechanical Engineer,Technology,India,2023,73.69,85.63,67.39,60026,50258,-16.27,11.4,82.1,17.2,2
12582,Customer Support Rep,Healthcare,Germany,2026,40.15,36.38,59.43,100557,89049,-11.44,6.6,51.7,92.9,4
12583,Accountant,Education,Germany,2021,75.68,75.08,26.24,149121,157272,5.47,0.5,36.5,91.0,5
12584,Teacher,Education,Japan,2025,18.33,16.98,64.30,41361,35032,-15.30,-10.6,56.0,0.4,1
12585,Data Analyst,Healthcare,Canada,2024,45.59,43.94,24.21,54751,50711,-7.38,14.5,71.0,1.0,1
12586,Accountant,Manufacturing,USA,2020,77.92,64.84,40.45,110115,119370,8.40,7.7,97.3,72.0,4
12587,Accountant,Manufacturing,Brazil,2020,54.71,45.92,44.06,52439,47188,-10.01,1.6,80.7,51.3,5
12588,Customer Support Rep,Healthcare,Canada,2022,32.74,33.01,32.94,90163,97872,8.55,-3.1,10.7,14.0,1
12589,Teacher,Energy,India,2023,49.99,52.96,4.16,109955,105228,-4.30,1.4,11.8,49.2,4
12590,Teacher,Finance,Singapore,2020,62.66,65.06,86.58,94094,81642,-13.23,8.6,27.4,51.9,4
12591,Marketing Specialist,Finance,India,2023,72.48,69.08,49.40,80303,76666,-4.53,7.7,74.8,78.5,2
12592,Marketing Specialist,Healthcare,Germany,2021,60.06,64.31,39.03,88030,93949,6.72,-5.1,28.8,55.8,3
12593,Marketing Specialist,Finance,Germany,2025,62.29,54.42,27.09,82687,71487,-13.55,16.3,26.0,15.6,2
12594,Mechanical Engineer,Manufacturing,India,2022,28.39,27.31,9.29,144258,140395,-2.68,17.4,40.3,43.3,2
12595,Mechanical Engineer,Transportation,UK,2025,11.32,9.78,54.64,141255,143938,1.90,8.8,53.6,26.8,5
12596,Truck Driver,Healthcare,Canada,2022,53.98,64.45,85.72,88141,92019,4.40,11.3,46.3,49.4,1
12597,HR Manager,Technology,Canada,2020,42.45,34.20,32.14,34651,35391,2.14,14.5,46.4,10.0,3
12598,Truck Driver,Energy,India,2026,27.85,25.13,39.58,101855,99032,-2.77,-16.8,71.2,4.4,4
12599,Financial Analyst,Healthcare,Brazil,2025,46.74,42.72,78.20,68750,72017,4.75,-0.4,79.2,46.4,5
12600,Financial Analyst,Healthcare,India,2024,22.90,22.65,44.19,47651,53011,11.25,0.1,55.3,12.9,2
12601,HR Manager,Retail,Singapore,2024,71.92,78.94,54.32,62089,63704,2.60,0.6,66.5,82.0,2
12602,Data Analyst,Transportation,Germany,2023,48.24,41.57,45.25,67450,64689,-4.09,11.6,54.6,54.8,2
12603,Marketing Specialist,Energy,USA,2021,53.78,56.68,64.56,72645,67526,-7.05,5.1,57.5,62.2,5
12604,Teacher,Retail,Japan,2021,62.11,53.34,61.99,69285,64826,-6.44,-19.6,21.6,24.0,2
12605,Accountant,Manufacturing,UK,2021,14.42,17.16,19.08,106048,109746,3.49,-1.8,88.8,47.5,3
12606,Accountant,Transportation,Germany,2023,58.05,61.78,65.38,42707,44160,3.40,17.5,30.4,44.0,5
12607,Customer Support Rep,Transportation,Brazil,2025,75.75,80.07,15.26,102100,124209,21.66,6.2,80.6,32.9,1
12608,Accountant,Education,Canada,2020,38.62,40.08,78.21,104029,102947,-1.04,6.5,79.8,47.7,3
12609,Mechanical Engineer,Healthcare,Brazil,2026,39.23,33.69,46.03,106504,90088,-15.41,4.9,53.8,87.3,4
12610,Financial Analyst,Retail,Japan,2022,67.25,58.96,48.93,102459,123689,20.72,9.1,71.6,40.4,5
12611,Software Engineer,Retail,Canada,2023,16.93,16.54,10.80,119685,141408,18.15,9.1,84.6,29.8,3
12612,Data Analyst,Energy,Singapore,2022,69.08,69.20,46.23,80635,82500,2.31,-7.8,21.2,84.4,2
12613,HR Manager,Retail,India,2020,13.37,15.26,81.08,66083,69496,5.16,16.7,15.0,50.9,3
12614,Truck Driver,Retail,USA,2023,90.38,76.17,51.00,126411,112885,-10.70,21.3,90.3,52.7,3
